filename,width,height,class,xmin,ymin,xmax,ymax
445.jpeg,64,32,Non-RightEyeFatigue,6,2,64,29
445.jpeg,64,32,LeftEyeFatigue,5,6,58,31
446.jpeg,64,64,MouthFatigue,1,6,64,46
446.jpeg,64,32,RightEyeFatigue,6,10,61,32
446.jpeg,64,32,Non-LeftEyeFatigue,1,3,59,28
446.jpeg,64,64,Non-MouthFatigue,1,7,64,45
446.jpeg,64,32,Non-RightEyeFatigue,2,6,64,31
446.jpeg,64,32,LeftEyeFatigue,3,3,57,30
447.jpeg,64,64,MouthFatigue,1,6,64,48
447.jpeg,64,32,RightEyeFatigue,10,9,62,32
447.jpeg,64,32,Non-LeftEyeFatigue,6,5,64,31
447.jpeg,64,64,Non-MouthFatigue,1,8,64,45
447.jpeg,64,32,Non-RightEyeFatigue,4,4,64,27
447.jpeg,64,32,LeftEyeFatigue,4,6,57,32
448.jpeg,64,64,MouthFatigue,1,4,64,44
448.jpeg,64,32,RightEyeFatigue,9,9,60,32
448.jpeg,64,32,Non-LeftEyeFatigue,2,3,58,28
448.jpeg,64,64,Non-MouthFatigue,1,8,64,47
448.jpeg,64,32,Non-RightEyeFatigue,4,5,57,32
448.jpeg,64,32,LeftEyeFatigue,1,3,55,30
45.jpeg,64,64,MouthFatigue,1,3,64,48
45.jpeg,64,32,RightEyeFatigue,11,12,63,31
45.jpeg,64,32,Non-LeftEyeFatigue,10,2,57,32
45.jpeg,64,64,Non-MouthFatigue,1,5,64,45
45.jpeg,64,32,Non-RightEyeFatigue,8,7,60,32
45.jpeg,64,32,LeftEyeFatigue,2,8,55,32
46.jpeg,64,64,MouthFatigue,1,6,64,41
46.jpeg,64,32,RightEyeFatigue,11,7,64,26
46.jpeg,64,32,Non-LeftEyeFatigue,8,3,58,31
46.jpeg,64,64,Non-MouthFatigue,1,4,64,47
46.jpeg,64,32,Non-RightEyeFatigue,4,7,57,32
46.jpeg,64,32,LeftEyeFatigue,3,9,58,32
47.jpeg,64,64,MouthFatigue,1,2,64,42
47.jpeg,64,32,RightEyeFatigue,10,14,56,32
47.jpeg,64,32,Non-LeftEyeFatigue,9,3,61,32
47.jpeg,64,64,Non-MouthFatigue,1,6,64,48
47.jpeg,64,32,Non-RightEyeFatigue,7,6,58,30
47.jpeg,64,32,LeftEyeFatigue,5,6,57,32
48.jpeg,64,64,MouthFatigue,1,4,63,40
48.jpeg,64,32,RightEyeFatigue,13,7,64,26
48.jpeg,64,32,Non-LeftEyeFatigue,5,1,55,30
48.jpeg,64,64,Non-MouthFatigue,1,4,63,44
48.jpeg,64,32,Non-RightEyeFatigue,5,6,56,32
48.jpeg,64,32,LeftEyeFatigue,2,10,59,32
49.jpeg,64,64,MouthFatigue,1,3,64,48
49.jpeg,64,32,RightEyeFatigue,9,10,59,32
49.jpeg,64,32,Non-LeftEyeFatigue,7,3,58,32
49.jpeg,64,64,Non-MouthFatigue,1,5,64,48
49.jpeg,64,32,Non-RightEyeFatigue,9,3,57,31
49.jpeg,64,32,LeftEyeFatigue,2,6,51,30
5.jpeg,64,64,MouthFatigue,1,5,64,51
5.jpeg,64,32,RightEyeFatigue,9,10,53,28
5.jpeg,64,32,Non-LeftEyeFatigue,4,3,53,32
5.jpeg,64,64,Non-MouthFatigue,1,6,64,44
5.jpeg,64,32,Non-RightEyeFatigue,8,6,59,31
5.jpeg,64,32,LeftEyeFatigue,9,6,58,29
50.jpeg,64,64,MouthFatigue,1,4,64,52
50.jpeg,64,32,RightEyeFatigue,12,5,61,32
50.jpeg,64,32,Non-LeftEyeFatigue,4,3,55,32
50.jpeg,64,64,Non-MouthFatigue,1,3,64,42
50.jpeg,64,32,Non-RightEyeFatigue,8,7,58,32
50.jpeg,64,32,LeftEyeFatigue,1,6,59,32
51.jpeg,64,64,MouthFatigue,1,1,64,50
51.jpeg,64,32,RightEyeFatigue,6,25,49,32
51.jpeg,64,32,Non-LeftEyeFatigue,8,4,58,30
51.jpeg,64,64,Non-MouthFatigue,1,5,64,48
51.jpeg,64,32,Non-RightEyeFatigue,9,4,58,31
51.jpeg,64,32,LeftEyeFatigue,8,13,58,32
52.jpeg,64,64,MouthFatigue,1,5,64,44
52.jpeg,64,32,RightEyeFatigue,11,9,59,26
52.jpeg,64,32,Non-LeftEyeFatigue,4,4,56,31
52.jpeg,64,64,Non-MouthFatigue,1,5,64,47
52.jpeg,64,32,Non-RightEyeFatigue,4,6,57,32
52.jpeg,64,32,LeftEyeFatigue,2,7,55,32
53.jpeg,64,64,MouthFatigue,1,3,64,42
53.jpeg,64,32,RightEyeFatigue,9,13,56,32
53.jpeg,64,32,Non-LeftEyeFatigue,7,6,58,32
53.jpeg,64,64,Non-MouthFatigue,1,8,64,41
53.jpeg,64,32,Non-RightEyeFatigue,4,4,61,32
53.jpeg,64,32,LeftEyeFatigue,5,6,57,27
54.jpeg,64,64,MouthFatigue,1,4,64,41
54.jpeg,64,32,RightEyeFatigue,9,7,58,26
54.jpeg,64,32,Non-LeftEyeFatigue,6,4,57,31
54.jpeg,64,64,Non-MouthFatigue,1,6,63,43
54.jpeg,64,32,Non-RightEyeFatigue,7,6,61,32
54.jpeg,64,32,LeftEyeFatigue,2,8,60,32
55.jpeg,64,64,MouthFatigue,1,1,64,41
55.jpeg,64,32,RightEyeFatigue,13,12,57,30
55.jpeg,64,32,Non-LeftEyeFatigue,7,4,58,30
55.jpeg,64,64,Non-MouthFatigue,1,4,64,45
55.jpeg,64,32,Non-RightEyeFatigue,7,5,63,30
55.jpeg,64,32,LeftEyeFatigue,5,5,56,30
56.jpeg,64,64,MouthFatigue,1,4,64,47
56.jpeg,64,32,RightEyeFatigue,10,8,55,25
56.jpeg,64,32,Non-LeftEyeFatigue,7,3,59,32
56.jpeg,64,64,Non-MouthFatigue,1,5,64,46
56.jpeg,64,32,Non-RightEyeFatigue,6,6,55,32
56.jpeg,64,32,LeftEyeFatigue,8,6,59,32
57.jpeg,64,64,MouthFatigue,1,2,64,44
57.jpeg,64,32,RightEyeFatigue,7,13,58,32
57.jpeg,64,32,Non-LeftEyeFatigue,8,4,57,32
57.jpeg,64,64,Non-MouthFatigue,1,6,64,42
57.jpeg,64,32,Non-RightEyeFatigue,8,4,59,32
57.jpeg,64,32,LeftEyeFatigue,8,5,56,26
58.jpeg,64,64,MouthFatigue,1,3,64,44
58.jpeg,64,32,RightEyeFatigue,10,12,55,29
58.jpeg,64,32,Non-LeftEyeFatigue,11,5,59,32
58.jpeg,64,64,Non-MouthFatigue,1,4,64,46
58.jpeg,64,32,Non-RightEyeFatigue,6,6,57,32
58.jpeg,64,32,LeftEyeFatigue,8,12,57,32
59.jpeg,64,64,MouthFatigue,1,3,64,47
59.jpeg,64,32,RightEyeFatigue,10,14,61,32
59.jpeg,64,32,Non-LeftEyeFatigue,9,1,58,32
59.jpeg,64,64,Non-MouthFatigue,1,4,64,48
59.jpeg,64,32,Non-RightEyeFatigue,9,6,60,32
59.jpeg,64,32,LeftEyeFatigue,6,5,59,30
6.jpeg,64,64,MouthFatigue,1,3,64,54
6.jpeg,64,32,RightEyeFatigue,10,9,55,29
6.jpeg,64,32,Non-LeftEyeFatigue,8,3,56,32
6.jpeg,64,64,Non-MouthFatigue,1,4,64,43
6.jpeg,64,32,Non-RightEyeFatigue,5,6,57,32
6.jpeg,64,32,LeftEyeFatigue,9,4,59,32
60.jpeg,64,64,MouthFatigue,1,4,64,43
60.jpeg,64,32,RightEyeFatigue,15,10,64,27
60.jpeg,64,32,Non-LeftEyeFatigue,7,3,57,32
60.jpeg,64,64,Non-MouthFatigue,1,5,64,47
60.jpeg,64,32,Non-RightEyeFatigue,5,7,58,32
60.jpeg,64,32,LeftEyeFatigue,5,8,55,32
61.jpeg,64,64,MouthFatigue,1,3,64,44
61.jpeg,64,32,RightEyeFatigue,13,13,59,32
61.jpeg,64,32,Non-LeftEyeFatigue,7,3,57,32
61.jpeg,64,64,Non-MouthFatigue,1,3,64,47
61.jpeg,64,32,Non-RightEyeFatigue,8,4,57,32
61.jpeg,64,32,LeftEyeFatigue,5,6,56,27
62.jpeg,64,64,MouthFatigue,1,2,64,45
62.jpeg,64,32,RightEyeFatigue,12,11,56,25
62.jpeg,64,32,Non-LeftEyeFatigue,7,2,58,32
62.jpeg,64,64,Non-MouthFatigue,1,3,64,39
62.jpeg,64,32,Non-RightEyeFatigue,8,6,58,32
62.jpeg,64,32,LeftEyeFatigue,4,8,64,31
63.jpeg,64,64,MouthFatigue,1,2,64,40
63.jpeg,64,32,RightEyeFatigue,9,12,63,31
63.jpeg,64,32,Non-LeftEyeFatigue,6,3,57,32
63.jpeg,64,64,Non-MouthFatigue,1,4,64,47
63.jpeg,64,32,Non-RightEyeFatigue,7,5,59,32
63.jpeg,64,32,LeftEyeFatigue,5,6,58,28
64.jpeg,64,64,MouthFatigue,1,3,64,44
64.jpeg,64,32,RightEyeFatigue,14,9,56,25
64.jpeg,64,32,Non-LeftEyeFatigue,8,2,56,32
64.jpeg,64,64,Non-MouthFatigue,1,4,64,41
64.jpeg,64,32,Non-RightEyeFatigue,5,5,59,32
64.jpeg,64,32,LeftEyeFatigue,1,6,59,32
65.jpeg,64,64,MouthFatigue,1,3,64,42
65.jpeg,64,32,RightEyeFatigue,11,11,63,31
65.jpeg,64,32,Non-LeftEyeFatigue,9,3,58,32
65.jpeg,64,64,Non-MouthFatigue,1,4,64,41
65.jpeg,64,32,Non-RightEyeFatigue,7,6,59,31
65.jpeg,64,32,LeftEyeFatigue,2,6,52,25
66.jpeg,64,64,MouthFatigue,1,3,64,53
66.jpeg,64,32,RightEyeFatigue,10,10,61,28
66.jpeg,64,32,Non-LeftEyeFatigue,11,3,57,32
66.jpeg,64,64,Non-MouthFatigue,1,3,64,39
66.jpeg,64,32,Non-RightEyeFatigue,7,7,56,32
66.jpeg,64,32,LeftEyeFatigue,2,10,57,32
67.jpeg,64,64,MouthFatigue,1,2,64,46
67.jpeg,64,32,RightEyeFatigue,7,24,57,32
67.jpeg,64,32,Non-LeftEyeFatigue,7,5,56,32
67.jpeg,64,64,Non-MouthFatigue,1,5,64,45
67.jpeg,64,32,Non-RightEyeFatigue,7,4,60,32
67.jpeg,64,32,LeftEyeFatigue,2,13,56,32
68.jpeg,64,64,MouthFatigue,1,1,64,45
68.jpeg,64,32,RightEyeFatigue,11,9,55,22
68.jpeg,64,32,Non-LeftEyeFatigue,9,3,55,32
68.jpeg,64,64,Non-MouthFatigue,1,4,64,41
68.jpeg,64,32,Non-RightEyeFatigue,7,4,57,32
68.jpeg,64,32,LeftEyeFatigue,5,10,60,30
69.jpeg,64,64,MouthFatigue,1,1,64,37
69.jpeg,64,32,RightEyeFatigue,9,15,61,30
69.jpeg,64,32,Non-LeftEyeFatigue,8,2,61,32
69.jpeg,64,64,Non-MouthFatigue,1,5,64,44
69.jpeg,64,32,Non-RightEyeFatigue,7,5,59,32
69.jpeg,64,32,LeftEyeFatigue,2,5,56,27
7.jpeg,64,64,MouthFatigue,1,3,64,55
7.jpeg,64,32,RightEyeFatigue,7,9,57,32
7.jpeg,64,32,Non-LeftEyeFatigue,8,3,58,32
7.jpeg,64,64,Non-MouthFatigue,1,5,64,44
7.jpeg,64,32,Non-RightEyeFatigue,9,6,56,32
7.jpeg,64,32,LeftEyeFatigue,7,8,57,29
70.jpeg,64,64,MouthFatigue,1,3,64,45
70.jpeg,64,32,RightEyeFatigue,12,11,57,27
70.jpeg,64,32,Non-LeftEyeFatigue,9,4,57,32
70.jpeg,64,64,Non-MouthFatigue,1,5,64,43
70.jpeg,64,32,Non-RightEyeFatigue,6,5,58,31
70.jpeg,64,32,LeftEyeFatigue,8,6,61,32
71.jpeg,64,64,MouthFatigue,1,3,64,43
71.jpeg,64,32,RightEyeFatigue,8,11,62,30
71.jpeg,64,32,Non-LeftEyeFatigue,7,3,57,32
71.jpeg,64,64,Non-MouthFatigue,1,4,64,46
71.jpeg,64,32,Non-RightEyeFatigue,8,4,56,32
71.jpeg,64,32,LeftEyeFatigue,5,5,56,28
72.jpeg,64,64,MouthFatigue,1,2,64,42
72.jpeg,64,32,RightEyeFatigue,12,8,59,27
72.jpeg,64,32,Non-LeftEyeFatigue,7,4,58,32
72.jpeg,64,64,Non-MouthFatigue,1,5,64,43
72.jpeg,64,32,Non-RightEyeFatigue,7,4,58,32
72.jpeg,64,32,LeftEyeFatigue,6,8,60,31
73.jpeg,64,64,MouthFatigue,1,1,64,34
73.jpeg,64,32,RightEyeFatigue,11,11,62,29
73.jpeg,64,32,Non-LeftEyeFatigue,7,4,57,32
73.jpeg,64,64,Non-MouthFatigue,1,5,64,44
73.jpeg,64,32,Non-RightEyeFatigue,9,2,56,31
73.jpeg,64,32,LeftEyeFatigue,5,3,53,27
74.jpeg,64,64,MouthFatigue,1,2,64,36
74.jpeg,64,32,RightEyeFatigue,10,9,57,25
74.jpeg,64,32,Non-LeftEyeFatigue,10,2,57,32
74.jpeg,64,64,Non-MouthFatigue,1,5,64,43
74.jpeg,64,32,Non-RightEyeFatigue,7,7,56,32
74.jpeg,64,32,LeftEyeFatigue,4,5,58,32
75.jpeg,64,64,MouthFatigue,1,1,64,40
75.jpeg,64,32,RightEyeFatigue,11,11,62,29
75.jpeg,64,32,Non-LeftEyeFatigue,9,2,57,32
75.jpeg,64,64,Non-MouthFatigue,1,4,64,44
75.jpeg,64,32,Non-RightEyeFatigue,9,5,58,32
75.jpeg,64,32,LeftEyeFatigue,5,4,58,29
76.jpeg,64,64,MouthFatigue,1,2,64,45
76.jpeg,64,32,RightEyeFatigue,10,7,57,25
76.jpeg,64,32,Non-LeftEyeFatigue,10,5,57,32
76.jpeg,64,64,Non-MouthFatigue,1,5,64,42
76.jpeg,64,32,Non-RightEyeFatigue,5,8,55,32
76.jpeg,64,32,LeftEyeFatigue,5,11,56,32
77.jpeg,64,64,MouthFatigue,1,1,64,39
77.jpeg,64,32,RightEyeFatigue,9,13,61,32
77.jpeg,64,32,Non-LeftEyeFatigue,8,2,55,32
77.jpeg,64,64,Non-MouthFatigue,1,5,64,45
77.jpeg,64,32,Non-RightEyeFatigue,9,5,58,32
77.jpeg,64,32,LeftEyeFatigue,2,4,60,32
78.jpeg,64,64,MouthFatigue,1,1,64,47
78.jpeg,64,32,RightEyeFatigue,11,8,55,27
78.jpeg,64,32,Non-LeftEyeFatigue,7,4,56,32
78.jpeg,64,64,Non-MouthFatigue,1,4,64,45
78.jpeg,64,32,Non-RightEyeFatigue,7,6,58,32
78.jpeg,64,32,LeftEyeFatigue,4,12,59,32
79.jpeg,64,64,MouthFatigue,1,2,64,43
79.jpeg,64,32,RightEyeFatigue,12,14,59,32
79.jpeg,64,32,Non-LeftEyeFatigue,8,5,57,32
79.jpeg,64,64,Non-MouthFatigue,1,6,62,42
79.jpeg,64,32,Non-RightEyeFatigue,9,6,56,31
79.jpeg,64,32,LeftEyeFatigue,3,5,56,27
8.jpeg,64,64,MouthFatigue,1,5,64,56
8.jpeg,64,32,RightEyeFatigue,13,8,60,32
8.jpeg,64,32,Non-LeftEyeFatigue,7,3,53,32
8.jpeg,64,64,Non-MouthFatigue,1,3,64,43
8.jpeg,64,32,Non-RightEyeFatigue,7,5,56,32
8.jpeg,64,32,LeftEyeFatigue,3,5,55,32
80.jpeg,64,64,MouthFatigue,1,1,64,53
80.jpeg,64,32,RightEyeFatigue,5,2,59,23
80.jpeg,64,32,Non-LeftEyeFatigue,5,6,57,32
80.jpeg,64,64,Non-MouthFatigue,1,4,64,43
80.jpeg,64,32,Non-RightEyeFatigue,7,2,56,32
80.jpeg,64,32,LeftEyeFatigue,4,2,58,26
81.jpeg,64,64,MouthFatigue,1,1,64,50
81.jpeg,64,32,RightEyeFatigue,8,1,61,24
81.jpeg,64,32,Non-LeftEyeFatigue,6,4,55,32
81.jpeg,64,64,Non-MouthFatigue,1,3,64,41
81.jpeg,64,32,Non-RightEyeFatigue,5,4,58,32
81.jpeg,64,32,LeftEyeFatigue,8,2,62,25
82.jpeg,64,64,MouthFatigue,1,1,64,48
82.jpeg,64,32,RightEyeFatigue,7,6,62,31
82.jpeg,64,32,Non-LeftEyeFatigue,6,4,59,32
82.jpeg,64,64,Non-MouthFatigue,1,4,63,40
82.jpeg,64,32,Non-RightEyeFatigue,6,2,53,31
82.jpeg,64,32,LeftEyeFatigue,3,5,58,32
83.jpeg,64,64,MouthFatigue,1,1,64,54
83.jpeg,64,32,RightEyeFatigue,4,6,62,30
83.jpeg,64,32,Non-LeftEyeFatigue,7,6,57,32
83.jpeg,64,64,Non-MouthFatigue,1,3,64,47
83.jpeg,64,32,Non-RightEyeFatigue,5,3,56,29
83.jpeg,64,32,LeftEyeFatigue,3,7,59,30
84.jpeg,64,64,MouthFatigue,1,1,64,53
84.jpeg,64,32,RightEyeFatigue,7,7,62,31
84.jpeg,64,32,Non-LeftEyeFatigue,6,6,61,30
84.jpeg,64,64,Non-MouthFatigue,1,5,64,44
84.jpeg,64,32,Non-RightEyeFatigue,7,3,60,26
84.jpeg,64,32,LeftEyeFatigue,4,5,58,32
85.jpeg,64,64,MouthFatigue,1,1,64,53
85.jpeg,64,32,RightEyeFatigue,6,8,60,32
85.jpeg,64,32,Non-LeftEyeFatigue,4,7,63,30
85.jpeg,64,64,Non-MouthFatigue,1,5,64,44
85.jpeg,64,32,Non-RightEyeFatigue,5,3,59,27
85.jpeg,64,32,LeftEyeFatigue,3,5,58,32
86.jpeg,64,64,MouthFatigue,1,1,64,57
86.jpeg,64,32,RightEyeFatigue,6,3,60,32
86.jpeg,64,32,Non-LeftEyeFatigue,5,7,61,31
86.jpeg,64,64,Non-MouthFatigue,1,5,64,45
86.jpeg,64,32,Non-RightEyeFatigue,9,1,61,28
86.jpeg,64,32,LeftEyeFatigue,9,5,61,31
87.jpeg,64,64,MouthFatigue,1,1,64,55
87.jpeg,64,32,RightEyeFatigue,7,8,59,32
87.jpeg,64,32,Non-LeftEyeFatigue,7,6,60,32
87.jpeg,64,64,Non-MouthFatigue,1,5,64,46
87.jpeg,64,32,Non-RightEyeFatigue,3,2,58,25
87.jpeg,64,32,LeftEyeFatigue,5,6,55,30
88.jpeg,64,64,MouthFatigue,1,2,64,60
88.jpeg,64,32,RightEyeFatigue,8,6,59,29
88.jpeg,64,32,Non-LeftEyeFatigue,3,5,56,32
88.jpeg,64,64,Non-MouthFatigue,1,5,64,41
88.jpeg,64,32,Non-RightEyeFatigue,6,3,61,27
88.jpeg,64,32,LeftEyeFatigue,9,8,55,32
89.jpeg,64,64,MouthFatigue,1,1,64,60
89.jpeg,64,32,RightEyeFatigue,8,9,63,32
89.jpeg,64,32,Non-LeftEyeFatigue,5,7,64,30
89.jpeg,64,64,Non-MouthFatigue,1,5,64,46
89.jpeg,64,32,Non-RightEyeFatigue,6,3,63,27
89.jpeg,64,32,LeftEyeFatigue,2,6,56,30
9.jpeg,64,64,MouthFatigue,1,5,63,58
9.jpeg,64,32,RightEyeFatigue,9,8,58,32
9.jpeg,64,32,Non-LeftEyeFatigue,6,5,56,32
9.jpeg,64,64,Non-MouthFatigue,1,4,64,44
9.jpeg,64,32,Non-RightEyeFatigue,10,5,60,30
9.jpeg,64,32,LeftEyeFatigue,6,6,54,31
90.jpeg,64,64,MouthFatigue,1,1,63,51
90.jpeg,64,32,RightEyeFatigue,4,3,60,24
90.jpeg,64,32,Non-LeftEyeFatigue,4,3,60,30
90.jpeg,64,64,Non-MouthFatigue,1,5,64,44
90.jpeg,64,32,Non-RightEyeFatigue,4,4,61,28
90.jpeg,64,32,LeftEyeFatigue,5,3,58,28
91.jpeg,64,64,MouthFatigue,1,2,64,50
91.jpeg,64,32,RightEyeFatigue,9,3,59,22
91.jpeg,64,32,Non-LeftEyeFatigue,5,5,61,28
91.jpeg,64,64,Non-MouthFatigue,1,4,64,41
91.jpeg,64,32,Non-RightEyeFatigue,4,3,59,23
91.jpeg,64,32,LeftEyeFatigue,5,2,59,26
92.jpeg,64,64,MouthFatigue,1,4,64,52
92.jpeg,64,32,RightEyeFatigue,5,4,62,30
92.jpeg,64,32,Non-LeftEyeFatigue,1,3,58,28
92.jpeg,64,64,Non-MouthFatigue,1,5,64,47
92.jpeg,64,32,Non-RightEyeFatigue,6,3,61,28
92.jpeg,64,32,LeftEyeFatigue,5,4,61,31
93.jpeg,64,64,MouthFatigue,1,3,64,50
93.jpeg,64,32,RightEyeFatigue,4,8,61,31
93.jpeg,64,32,Non-LeftEyeFatigue,3,5,60,32
93.jpeg,64,64,Non-MouthFatigue,1,4,64,43
93.jpeg,64,32,Non-RightEyeFatigue,7,3,57,25
93.jpeg,64,32,LeftEyeFatigue,3,5,57,27
94.jpeg,64,64,MouthFatigue,1,3,64,53
94.jpeg,64,32,RightEyeFatigue,7,5,60,27
94.jpeg,64,32,Non-LeftEyeFatigue,5,5,59,28
94.jpeg,64,64,Non-MouthFatigue,1,4,64,41
94.jpeg,64,32,Non-RightEyeFatigue,7,4,60,26
94.jpeg,64,32,LeftEyeFatigue,4,7,62,32
95.jpeg,64,64,MouthFatigue,1,3,64,51
95.jpeg,64,32,RightEyeFatigue,6,3,61,29
95.jpeg,64,32,Non-LeftEyeFatigue,5,4,64,30
95.jpeg,64,64,Non-MouthFatigue,1,4,64,43
95.jpeg,64,32,Non-RightEyeFatigue,2,4,61,24
95.jpeg,64,32,LeftEyeFatigue,2,4,57,27
96.jpeg,64,64,MouthFatigue,1,3,63,55
96.jpeg,64,32,RightEyeFatigue,10,6,61,26
96.jpeg,64,32,Non-LeftEyeFatigue,4,3,59,26
96.jpeg,64,64,Non-MouthFatigue,1,4,64,42
96.jpeg,64,32,Non-RightEyeFatigue,5,5,63,27
96.jpeg,64,32,LeftEyeFatigue,3,5,56,31
97.jpeg,64,64,MouthFatigue,1,4,64,55
97.jpeg,64,32,RightEyeFatigue,8,6,60,28
97.jpeg,64,32,Non-LeftEyeFatigue,3,5,63,28
97.jpeg,64,64,Non-MouthFatigue,1,5,64,44
97.jpeg,64,32,Non-RightEyeFatigue,5,3,58,22
97.jpeg,64,32,LeftEyeFatigue,5,7,56,30
98.jpeg,64,64,MouthFatigue,1,3,64,49
98.jpeg,64,32,RightEyeFatigue,10,6,62,28
98.jpeg,64,32,Non-LeftEyeFatigue,5,5,64,28
98.jpeg,64,64,Non-MouthFatigue,1,4,64,45
98.jpeg,64,32,Non-RightEyeFatigue,5,4,64,30
98.jpeg,64,32,LeftEyeFatigue,5,6,55,32
99.jpeg,64,64,MouthFatigue,1,3,63,49
99.jpeg,64,32,RightEyeFatigue,5,8,59,32
99.jpeg,64,32,Non-LeftEyeFatigue,5,4,61,30
99.jpeg,64,64,Non-MouthFatigue,1,6,64,40
99.jpeg,64,32,Non-RightEyeFatigue,8,3,57,26
99.jpeg,64,32,LeftEyeFatigue,1,6,57,32
